X,Y,Z,timestamp
-0.46,0.366,0.788,11422.40413395835
-0.46,0.366,0.788,11422.408127324554
-0.46,0.366,0.788,11422.412120690757
-0.46,0.366,0.786,11422.416114056961
-0.46,0.366,0.786,11422.420107423166
-0.46,0.366,0.786,11422.424100789369
-0.46,0.366,0.786,11422.428094155573
-0.46,0.366,0.786,11422.432087521778
-0.46,0.366,0.786,11422.436080887981
-0.46,0.366,0.786,11422.440074254186
-0.46,0.366,0.786,11422.44406762039
-0.46,0.366,0.786,11422.448060986595
-0.46,0.366,0.786,11422.452054352798
-0.46,0.364,0.79,11422.456047719003
-0.46,0.364,0.79,11422.460041085207
-0.46,0.364,0.79,11422.46403445141
-0.46,0.364,0.79,11422.468027817615
-0.46,0.364,0.79,11422.47202118382
-0.46,0.364,0.79,11422.476014550022
-0.46,0.364,0.79,11422.480007916227
-0.46,0.364,0.79,11422.484001282432
-0.46,0.364,0.79,11422.487994648634
-0.46,0.364,0.79,11422.491988014839
-0.46,0.364,0.79,11422.495981381044
-0.454,0.368,0.792,11422.499974747247
-0.454,0.368,0.792,11422.503968113451
-0.454,0.368,0.792,11422.507961479656
-0.454,0.368,0.792,11422.51195484586
-0.454,0.368,0.792,11422.515948212063
-0.454,0.368,0.792,11422.519941578268
-0.454,0.368,0.792,11422.523934944473
-0.454,0.368,0.792,11422.527928310676
-0.454,0.368,0.792,11422.53192167688
-0.454,0.368,0.792,11422.535915043085
-0.448,0.374,0.784,11422.539908409288
-0.448,0.374,0.784,11422.543901775492
-0.448,0.374,0.784,11422.547895141697
-0.448,0.374,0.784,11422.5518885079
-0.448,0.374,0.784,11422.555881874105
-0.448,0.374,0.784,11422.55987524031
-0.448,0.374,0.784,11422.563868606512
-0.448,0.374,0.784,11422.567861972717
-0.448,0.374,0.784,11422.571855338922
-0.448,0.374,0.784,11422.575848705126
-0.452,0.372,0.788,11422.579842071329
-0.452,0.372,0.788,11422.583835437534
-0.452,0.372,0.788,11422.587828803738
-0.452,0.372,0.788,11422.591822169941
-0.452,0.372,0.788,11422.595815536146
-0.452,0.372,0.788,11422.59980890235
-0.452,0.372,0.788,11422.603802268553
-0.452,0.372,0.788,11422.607795634758
-0.452,0.372,0.788,11422.611789000963
-0.452,0.372,0.788,11422.615782367166
-0.458,0.362,0.784,11422.61977573337
-0.458,0.362,0.784,11422.623769099575
-0.458,0.362,0.784,11422.62776246578
-0.458,0.362,0.784,11422.631755831982
-0.458,0.362,0.784,11422.635749198187
-0.458,0.362,0.784,11422.639742564392
-0.458,0.362,0.784,11422.643735930595
-0.458,0.362,0.784,11422.6477292968
-0.458,0.362,0.784,11422.651722663004
-0.458,0.362,0.784,11422.655716029207
-0.462,0.372,0.786,11422.659709395411
-0.462,0.372,0.786,11422.663702761616
-0.462,0.372,0.786,11422.667696127819
-0.462,0.372,0.786,11422.671689494024
-0.462,0.372,0.786,11422.675682860228
-0.462,0.372,0.786,11422.679676226431
-0.462,0.372,0.786,11422.683669592636
-0.462,0.372,0.786,11422.68766295884
-0.462,0.372,0.786,11422.691656325045
-0.462,0.372,0.786,11422.695649691248
-0.454,0.374,0.786,11422.699643057453
-0.454,0.374,0.786,11422.703636423657
-0.454,0.374,0.786,11422.70762978986
-0.454,0.374,0.786,11422.711623156065
-0.454,0.374,0.786,11422.71561652227
-0.454,0.374,0.786,11422.719609888472
-0.454,0.374,0.786,11422.723603254677
-0.454,0.374,0.786,11422.727596620882
-0.454,0.374,0.786,11422.731589987085
-0.454,0.374,0.786,11422.73558335329
-0.452,0.376,0.784,11422.739576719494
-0.452,0.376,0.784,11422.743570085697
-0.452,0.376,0.784,11422.747563451901
-0.452,0.376,0.784,11422.751556818106
-0.452,0.376,0.784,11422.75555018431
-0.452,0.376,0.784,11422.759543550514
-0.452,0.376,0.784,11422.763536916718
-0.452,0.376,0.784,11422.767530282923
-0.452,0.376,0.784,11422.771523649126
-0.452,0.376,0.784,11422.77551701533
-0.456,0.368,0.78,11422.779510381535
-0.456,0.368,0.78,11422.783503747738
-0.456,0.368,0.78,11422.787497113943
-0.456,0.368,0.78,11422.791490480147
-0.456,0.368,0.78,11422.79548384635
-0.456,0.368,0.78,11422.799477212555
-0.456,0.368,0.78,11422.80347057876
-0.456,0.368,0.78,11422.807463944962
-0.456,0.368,0.78,11422.811457311167
-0.456,0.368,0.78,11422.815450677372
-0.456,0.368,0.78,11422.819444043576
-0.456,0.368,0.786,11422.82343740978
-0.456,0.368,0.786,11422.827430775984
-0.456,0.368,0.786,11422.831424142189
-0.456,0.368,0.786,11422.835417508391
-0.456,0.368,0.786,11422.839410874596
-0.456,0.368,0.786,11422.8434042408
-0.456,0.368,0.786,11422.847397607004
-0.456,0.368,0.786,11422.851390973208
-0.456,0.368,0.786,11422.855384339413
-0.456,0.368,0.786,11422.859377705616
-0.452,0.37,0.79,11422.86337107182
-0.452,0.37,0.79,11422.867364438025
-0.452,0.37,0.79,11422.871357804228
-0.452,0.37,0.79,11422.875351170433
-0.452,0.37,0.79,11422.879344536637
-0.452,0.37,0.79,11422.883337902842
-0.452,0.37,0.79,11422.887331269045
-0.452,0.37,0.79,11422.89132463525
-0.452,0.37,0.79,11422.895318001454
-0.452,0.37,0.79,11422.899311367657
-0.434,0.358,0.782,11422.903304733862
-0.434,0.358,0.782,11422.907298100066
-0.434,0.358,0.782,11422.91129146627
-0.434,0.358,0.782,11422.915284832474
-0.434,0.358,0.782,11422.919278198679
-0.434,0.358,0.782,11422.923271564881
-0.434,0.358,0.782,11422.927264931086
-0.434,0.358,0.782,11422.93125829729
-0.434,0.358,0.782,11422.935251663494
-0.434,0.358,0.782,11422.939245029698
-0.436,0.362,0.782,11422.943238395903
-0.436,0.362,0.782,11422.947231762108
-0.436,0.362,0.782,11422.95122512831
-0.436,0.362,0.782,11422.955218494515
-0.436,0.362,0.782,11422.95921186072
